checkpoint_name,train_mode,n_mem_tokens,num_samples,num_recovered_texts,avg_loss,avg_accuracy,overall_accuracy,avg_bleu,avg_bleu1,avg_bleu2,avg_bleu3,avg_bleu4,avg_rougeL,metric_source,checkpoint_path
llama1b_to_qwen1.5b_to_llama1b_converter_only_mem32_len128_100000samples_20260411_181400,converter_only,32,1000,1000,0.134631,0.966977,0.966977,0.871348,0.934021,0.885011,0.850991,0.824800,0.930997,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen1.5b_to_llama1b_converter_only_mem32_len128_100000samples_20260411_181400
llama1b_to_qwen1.5b_to_llama1b_converter_only_mem8_len128_100000samples_20260419_022205,converter_only,8,1000,1000,1.110523,0.718344,0.718344,0.249792,0.608220,0.309940,0.190703,0.128579,0.488747,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen1.5b_to_llama1b_converter_only_mem8_len128_100000samples_20260419_022205
llama1b_to_qwen1.5b_to_llama1b_encoder_converter_mem16_len128_100000samples_20260425_134517,encoder_converter,16,1000,1000,0.265117,0.923031,0.923031,0.655406,0.861603,0.690796,0.600610,0.535367,0.810610,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen1.5b_to_llama1b_encoder_converter_mem16_len128_100000samples_20260425_134517
llama1b_to_qwen1.5b_to_llama1b_encoder_converter_mem32_len128_100000samples_20260411_181400,encoder_converter,32,1000,1000,0.034023,0.991477,0.991477,0.951334,0.980264,0.956942,0.942588,0.930034,0.976318,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen1.5b_to_llama1b_encoder_converter_mem32_len128_100000samples_20260411_181400
llama1b_to_qwen1.5b_to_llama1b_encoder_converter_mem8_len128_100000samples_20260419_023532,encoder_converter,8,1000,1000,0.754278,0.793859,0.793859,0.359393,0.713643,0.424325,0.287490,0.211414,0.592821,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen1.5b_to_llama1b_encoder_converter_mem8_len128_100000samples_20260419_023532
llama1b_to_qwen1.5b_to_llama3b_converter_only_mem16_len128_100000samples_20260425_143151,converter_only,16,1000,1000,0.414115,0.892398,0.892398,0.618200,0.830950,0.655533,0.565620,0.504170,0.790100,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen1.5b_to_llama3b_converter_only_mem16_len128_100000samples_20260425_143151
llama1b_to_qwen1.5b_to_llama3b_converter_only_mem32_len128_100000samples_20260411_185907,converter_only,32,1000,1000,0.121051,0.975625,0.975625,0.933378,0.966448,0.939824,0.923014,0.907713,0.961511,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen1.5b_to_llama3b_converter_only_mem32_len128_100000samples_20260411_185907
llama1b_to_qwen1.5b_to_llama3b_converter_only_mem8_len128_100000samples_20260419_031654,converter_only,8,1000,1000,0.812346,0.788117,0.788117,0.316718,0.678329,0.385363,0.251930,0.176511,0.558421,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen1.5b_to_llama3b_converter_only_mem8_len128_100000samples_20260419_031654
llama1b_to_qwen1.5b_to_llama3b_encoder_converter_mem16_len128_100000samples_20260425_145004,encoder_converter,16,1000,1000,0.129462,0.962117,0.962117,0.811774,0.918198,0.831839,0.780502,0.742179,0.902433,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen1.5b_to_llama3b_encoder_converter_mem16_len128_100000samples_20260425_145004
llama1b_to_qwen1.5b_to_llama3b_encoder_converter_mem32_len128_100000samples_20260411_185907,encoder_converter,32,1000,1000,0.014519,0.996250,0.996250,0.976584,0.989157,0.979765,0.972391,0.966150,0.990002,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen1.5b_to_llama3b_encoder_converter_mem32_len128_100000samples_20260411_185907
llama1b_to_qwen1.5b_to_llama3b_encoder_converter_mem8_len128_100000samples_20260419_033337,encoder_converter,8,1000,1000,0.535283,0.851977,0.851977,0.446641,0.771543,0.507925,0.375256,0.291175,0.671280,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen1.5b_to_llama3b_encoder_converter_mem8_len128_100000samples_20260419_033337
llama1b_to_qwen1.5b_to_llama8b_converter_only_mem16_len128_100000samples_20260425_154252,converter_only,16,1000,1000,0.223303,0.936469,0.936469,0.720226,0.878324,0.751025,0.675586,0.621572,0.848511,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen1.5b_to_llama8b_converter_only_mem16_len128_100000samples_20260425_154252
llama1b_to_qwen1.5b_to_llama8b_converter_only_mem32_len128_100000samples_20260411_194937,converter_only,32,1000,1000,0.045203,0.988313,0.988313,0.951838,0.972681,0.957093,0.945183,0.934002,0.968615,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen1.5b_to_llama8b_converter_only_mem32_len128_100000samples_20260411_194937
llama1b_to_qwen1.5b_to_llama8b_converter_only_mem8_len128_100000samples_20260419_042430,converter_only,8,1000,1000,0.530160,0.850414,0.850414,0.478352,0.768039,0.536143,0.411676,0.329452,0.683159,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen1.5b_to_llama8b_converter_only_mem8_len128_100000samples_20260419_042430
llama1b_to_qwen1.5b_to_llama8b_encoder_converter_mem16_len128_100000samples_20260425_160736,encoder_converter,16,1000,1000,0.080878,0.975242,0.975242,0.866189,0.949194,0.881087,0.841703,0.811105,0.934845,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen1.5b_to_llama8b_encoder_converter_mem16_len128_100000samples_20260425_160736
llama1b_to_qwen1.5b_to_llama8b_encoder_converter_mem32_len128_100000samples_20260411_194937,encoder_converter,32,1000,1000,0.009166,0.997328,0.997328,0.978453,0.989633,0.981438,0.974767,0.969183,0.988974,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen1.5b_to_llama8b_encoder_converter_mem32_len128_100000samples_20260411_194937
llama1b_to_qwen1.5b_to_llama8b_encoder_converter_mem8_len128_100000samples_20260419_044834,encoder_converter,8,1000,1000,0.324054,0.901227,0.901227,0.575888,0.828332,0.621762,0.515519,0.443013,0.745843,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen1.5b_to_llama8b_encoder_converter_mem8_len128_100000samples_20260419_044834
llama1b_to_qwen1.5b_to_mistral7binstruct_converter_only_mem16_len128_100000samples_20260425_203844,converter_only,16,1000,1000,0.278184,0.919445,0.919445,0.636948,0.836034,0.675771,0.585814,0.521841,0.801385,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen1.5b_to_mistral7binstruct_converter_only_mem16_len128_100000samples_20260425_203844
llama1b_to_qwen1.5b_to_mistral7binstruct_converter_only_mem32_len128_100000samples_20260411_232435,converter_only,32,1000,1000,0.066169,0.980586,0.980586,0.913997,0.958506,0.927286,0.900947,0.876337,0.955597,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen1.5b_to_mistral7binstruct_converter_only_mem32_len128_100000samples_20260411_232435
llama1b_to_qwen1.5b_to_mistral7binstruct_converter_only_mem8_len128_100000samples_20260419_091535,converter_only,8,1000,1000,0.581130,0.836625,0.836625,0.406220,0.704028,0.467213,0.343152,0.263032,0.618019,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen1.5b_to_mistral7binstruct_converter_only_mem8_len128_100000samples_20260419_091535
llama1b_to_qwen1.5b_to_mistral7binstruct_encoder_converter_mem16_len128_100000samples_20260425_210355,encoder_converter,16,1000,1000,0.583438,0.849023,0.849023,0.366606,0.684108,0.427542,0.301269,0.229256,0.564659,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen1.5b_to_mistral7binstruct_encoder_converter_mem16_len128_100000samples_20260425_210355
llama1b_to_qwen1.5b_to_mistral7binstruct_encoder_converter_mem32_len128_100000samples_20260411_232435,encoder_converter,32,1000,1000,0.026986,0.992031,0.992031,0.962011,0.981551,0.966974,0.956205,0.945108,0.979363,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen1.5b_to_mistral7binstruct_encoder_converter_mem32_len128_100000samples_20260411_232435
llama1b_to_qwen1.5b_to_mistral7binstruct_encoder_converter_mem8_len128_100000samples_20260419_094023,encoder_converter,8,1000,1000,0.372449,0.890273,0.890273,0.555038,0.797351,0.598961,0.493876,0.421513,0.737236,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen1.5b_to_mistral7binstruct_encoder_converter_mem8_len128_100000samples_20260419_094023
llama1b_to_qwen1.5b_to_qwen1.5b_converter_only_mem16_len128_100000samples_20260425_170733,converter_only,16,1000,1000,0.152828,0.955344,0.955344,0.763482,0.910761,0.787480,0.722029,0.675296,0.878780,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen1.5b_to_qwen1.5b_converter_only_mem16_len128_100000samples_20260425_170733
llama1b_to_qwen1.5b_to_qwen1.5b_converter_only_mem32_len128_100000samples_20260411_204750,converter_only,32,1000,1000,0.023718,0.994875,0.994875,0.982165,0.989810,0.983398,0.979672,0.976651,0.988758,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen1.5b_to_qwen1.5b_converter_only_mem32_len128_100000samples_20260411_204750
llama1b_to_qwen1.5b_to_qwen1.5b_converter_only_mem8_len128_100000samples_20260419_054604,converter_only,8,1000,1000,0.462261,0.860570,0.860570,0.462912,0.780745,0.519540,0.392280,0.310217,0.671387,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen1.5b_to_qwen1.5b_converter_only_mem8_len128_100000samples_20260419_054604
llama1b_to_qwen1.5b_to_qwen1.5b_encoder_converter_mem16_len128_100000samples_20260425_172233,encoder_converter,16,1000,1000,0.189034,0.944484,0.944484,0.721321,0.895540,0.749806,0.672780,0.622813,0.855874,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen1.5b_to_qwen1.5b_encoder_converter_mem16_len128_100000samples_20260425_172233
llama1b_to_qwen1.5b_to_qwen1.5b_encoder_converter_mem32_len128_100000samples_20260411_204750,encoder_converter,32,1000,1000,0.031125,0.992852,0.992852,0.975995,0.987007,0.978231,0.972355,0.967130,0.984648,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen1.5b_to_qwen1.5b_encoder_converter_mem32_len128_100000samples_20260411_204750
llama1b_to_qwen1.5b_to_qwen1.5b_encoder_converter_mem8_len128_100000samples_20260419_060032,encoder_converter,8,1000,1000,0.508268,0.848508,0.848508,0.430929,0.770607,0.489547,0.359470,0.278362,0.656526,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen1.5b_to_qwen1.5b_encoder_converter_mem8_len128_100000samples_20260419_060032
llama1b_to_qwen1.5b_to_qwen3b_converter_only_mem16_len128_100000samples_20260425_181124,converter_only,16,1000,1000,1.482277,0.629297,0.629297,0.129220,0.488374,0.184316,0.086219,0.046136,0.339715,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen1.5b_to_qwen3b_converter_only_mem16_len128_100000samples_20260425_181124
llama1b_to_qwen1.5b_to_qwen3b_converter_only_mem32_len128_100000samples_20260411_213622,converter_only,32,1000,1000,0.828208,0.784516,0.784516,0.317481,0.623323,0.376147,0.261985,0.184769,0.545635,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen1.5b_to_qwen3b_converter_only_mem32_len128_100000samples_20260411_213622
llama1b_to_qwen1.5b_to_qwen3b_converter_only_mem8_len128_100000samples_20260419_064653,converter_only,8,1000,1000,2.701012,0.445703,0.445703,0.026487,0.298440,0.055452,0.012355,0.005194,0.145528,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen1.5b_to_qwen3b_converter_only_mem8_len128_100000samples_20260419_064653
llama1b_to_qwen1.5b_to_qwen3b_encoder_converter_mem16_len128_100000samples_20260425_182834,encoder_converter,16,1000,1000,1.691582,0.577555,0.577555,0.096240,0.447123,0.148560,0.062396,0.031189,0.252636,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen1.5b_to_qwen3b_encoder_converter_mem16_len128_100000samples_20260425_182834
llama1b_to_qwen1.5b_to_qwen3b_encoder_converter_mem32_len128_100000samples_20260411_213622,encoder_converter,32,1000,1000,0.262204,0.923047,0.923047,0.701338,0.878542,0.731157,0.653924,0.595057,0.844895,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen1.5b_to_qwen3b_encoder_converter_mem32_len128_100000samples_20260411_213622
llama1b_to_qwen1.5b_to_qwen3b_encoder_converter_mem8_len128_100000samples_20260419_070356,encoder_converter,8,1000,1000,2.636010,0.452547,0.452547,0.032793,0.297416,0.058366,0.017901,0.007518,0.147711,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen1.5b_to_qwen3b_encoder_converter_mem8_len128_100000samples_20260419_070356
llama1b_to_qwen1.5b_to_qwen7b_converter_only_mem16_len128_100000samples_20260425_191644,converter_only,16,1000,1000,0.557139,0.844953,0.844953,0.447705,0.746626,0.505361,0.381859,0.303723,0.674997,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen1.5b_to_qwen7b_converter_only_mem16_len128_100000samples_20260425_191644
llama1b_to_qwen1.5b_to_qwen7b_converter_only_mem32_len128_100000samples_20260411_222657,converter_only,32,1000,1000,0.107642,0.970570,0.970570,0.884995,0.948056,0.899891,0.866329,0.836170,0.942009,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen1.5b_to_qwen7b_converter_only_mem32_len128_100000samples_20260411_222657
llama1b_to_qwen1.5b_to_qwen7b_converter_only_mem8_len128_100000samples_20260419_075540,converter_only,8,1000,1000,0.870573,0.763852,0.763852,0.306116,0.655070,0.368887,0.243388,0.173983,0.533242,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen1.5b_to_qwen7b_converter_only_mem8_len128_100000samples_20260419_075540
llama1b_to_qwen1.5b_to_qwen7b_encoder_converter_mem16_len128_100000samples_20260425_194030,encoder_converter,16,1000,1000,0.264115,0.924055,0.924055,0.669489,0.868137,0.706085,0.616888,0.553343,0.821546,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen1.5b_to_qwen7b_encoder_converter_mem16_len128_100000samples_20260425_194030
llama1b_to_qwen1.5b_to_qwen7b_encoder_converter_mem32_len128_100000samples_20260411_222657,encoder_converter,32,1000,1000,0.055095,0.985828,0.985828,0.924920,0.967159,0.934684,0.911865,0.892837,0.961771,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen1.5b_to_qwen7b_encoder_converter_mem32_len128_100000samples_20260411_222657
llama1b_to_qwen1.5b_to_qwen7b_encoder_converter_mem8_len128_100000samples_20260419_081836,encoder_converter,8,1000,1000,0.659425,0.811336,0.811336,0.424697,0.737587,0.481391,0.356456,0.277709,0.625756,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen1.5b_to_qwen7b_encoder_converter_mem8_len128_100000samples_20260419_081836
llama1b_to_qwen3b_to_llama1b_converter_only_mem16_len128_100000samples_20260425_220421,converter_only,16,1000,1000,2.915797,0.421383,0.421383,0.019448,0.241485,0.048066,0.009731,0.002944,0.137629,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen3b_to_llama1b_converter_only_mem16_len128_100000samples_20260425_220421
llama1b_to_qwen3b_to_llama1b_converter_only_mem32_len128_100000samples_20260412_002359,converter_only,32,1000,1000,2.866891,0.428711,0.428711,0.023785,0.278311,0.054272,0.011517,0.004376,0.153030,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen3b_to_llama1b_converter_only_mem32_len128_100000samples_20260412_002359
llama1b_to_qwen3b_to_llama1b_converter_only_mem8_len128_100000samples_20260419_104049,converter_only,8,1000,1000,1.633461,0.609617,0.609617,0.126478,0.481245,0.183213,0.084564,0.045491,0.328423,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen3b_to_llama1b_converter_only_mem8_len128_100000samples_20260419_104049
llama1b_to_qwen3b_to_llama1b_encoder_converter_mem16_len128_100000samples_20260425_221822,encoder_converter,16,1000,1000,0.703396,0.809797,0.809797,0.343594,0.715814,0.411294,0.274737,0.202370,0.620561,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen3b_to_llama1b_encoder_converter_mem16_len128_100000samples_20260425_221822
llama1b_to_qwen3b_to_llama1b_encoder_converter_mem32_len128_100000samples_20260412_002359,encoder_converter,32,1000,1000,0.397340,0.891852,0.891852,0.505536,0.792716,0.555418,0.437306,0.363916,0.721756,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen3b_to_llama1b_encoder_converter_mem32_len128_100000samples_20260412_002359
llama1b_to_qwen3b_to_llama1b_encoder_converter_mem8_len128_100000samples_20260419_105443,encoder_converter,8,1000,1000,1.158647,0.698664,0.698664,0.227302,0.611980,0.295298,0.166081,0.104671,0.471211,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen3b_to_llama1b_encoder_converter_mem8_len128_100000samples_20260419_105443
llama1b_to_qwen3b_to_llama3b_converter_only_mem16_len128_100000samples_20260425_230145,converter_only,16,1000,1000,0.428902,0.890305,0.890305,0.619164,0.837211,0.658792,0.561250,0.493252,0.785821,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen3b_to_llama3b_converter_only_mem16_len128_100000samples_20260425_230145
llama1b_to_qwen3b_to_llama3b_converter_only_mem32_len128_100000samples_20260412_010811,converter_only,32,1000,1000,0.139799,0.971531,0.971531,0.901612,0.951624,0.912452,0.886952,0.866643,0.948893,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen3b_to_llama3b_converter_only_mem32_len128_100000samples_20260412_010811
llama1b_to_qwen3b_to_llama3b_converter_only_mem8_len128_100000samples_20260419_114010,converter_only,8,1000,1000,0.684729,0.817383,0.817383,0.390662,0.727396,0.454698,0.322810,0.244780,0.614727,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen3b_to_llama3b_converter_only_mem8_len128_100000samples_20260419_114010
llama1b_to_qwen3b_to_llama3b_encoder_converter_mem16_len128_100000samples_20260425_231927,encoder_converter,16,1000,1000,0.221675,0.944297,0.944297,0.774200,0.912696,0.795177,0.734048,0.691340,0.888048,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen3b_to_llama3b_encoder_converter_mem16_len128_100000samples_20260425_231927
llama1b_to_qwen3b_to_llama3b_encoder_converter_mem32_len128_100000samples_20260412_010811,encoder_converter,32,1000,1000,0.017805,0.995313,0.995313,0.974141,0.989650,0.977105,0.969180,0.962340,0.988453,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen3b_to_llama3b_encoder_converter_mem32_len128_100000samples_20260412_010811
llama1b_to_qwen3b_to_llama3b_encoder_converter_mem8_len128_100000samples_20260419_115716,encoder_converter,8,1000,1000,0.480245,0.867281,0.867281,0.487504,0.782262,0.541907,0.423371,0.346102,0.694915,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen3b_to_llama3b_encoder_converter_mem8_len128_100000samples_20260419_115716
llama1b_to_qwen3b_to_llama8b_converter_only_mem16_len128_100000samples_20260426_000644,converter_only,16,1000,1000,0.236740,0.932922,0.932922,0.707346,0.882650,0.737373,0.659149,0.604181,0.840694,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen3b_to_llama8b_converter_only_mem16_len128_100000samples_20260426_000644
llama1b_to_qwen3b_to_llama8b_converter_only_mem32_len128_100000samples_20260412_015912,converter_only,32,1000,1000,0.052712,0.986242,0.986242,0.939150,0.970302,0.944487,0.929336,0.915765,0.964512,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen3b_to_llama8b_converter_only_mem32_len128_100000samples_20260412_015912
llama1b_to_qwen3b_to_llama8b_converter_only_mem8_len128_100000samples_20260419_124750,converter_only,8,1000,1000,0.414215,0.881094,0.881094,0.538306,0.794727,0.585999,0.474272,0.400800,0.726440,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen3b_to_llama8b_converter_only_mem8_len128_100000samples_20260419_124750
llama1b_to_qwen3b_to_llama8b_encoder_converter_mem16_len128_100000samples_20260426_003048,encoder_converter,16,1000,1000,0.099072,0.970547,0.970547,0.841324,0.944535,0.858220,0.809506,0.776883,0.920925,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen3b_to_llama8b_encoder_converter_mem16_len128_100000samples_20260426_003048
llama1b_to_qwen3b_to_llama8b_encoder_converter_mem32_len128_100000samples_20260412_015912,encoder_converter,32,1000,1000,0.011811,0.996664,0.996664,0.983946,0.992154,0.986038,0.981285,0.976849,0.991842,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen3b_to_llama8b_encoder_converter_mem32_len128_100000samples_20260412_015912
llama1b_to_qwen3b_to_llama8b_encoder_converter_mem8_len128_100000samples_20260419_131201,encoder_converter,8,1000,1000,0.277102,0.915602,0.915602,0.638711,0.851974,0.680738,0.584029,0.515075,0.792943,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen3b_to_llama8b_encoder_converter_mem8_len128_100000samples_20260419_131201
llama1b_to_qwen3b_to_mistral7binstruct_converter_only_mem16_len128_100000samples_20260426_045557,converter_only,16,1000,1000,0.284381,0.918664,0.918664,0.663773,0.837757,0.698646,0.616286,0.554835,0.805562,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen3b_to_mistral7binstruct_converter_only_mem16_len128_100000samples_20260426_045557
llama1b_to_qwen3b_to_mistral7binstruct_converter_only_mem32_len128_100000samples_20260412_053808,converter_only,32,1000,1000,0.072118,0.978812,0.978812,0.906169,0.959219,0.918806,0.889225,0.864828,0.947662,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen3b_to_mistral7binstruct_converter_only_mem32_len128_100000samples_20260412_053808
llama1b_to_qwen3b_to_mistral7binstruct_converter_only_mem8_len128_100000samples_20260419_174226,converter_only,8,1000,1000,0.484715,0.862273,0.862273,0.464597,0.756490,0.521577,0.399007,0.320822,0.675654,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen3b_to_mistral7binstruct_converter_only_mem8_len128_100000samples_20260419_174226
